id,lang,lemma,alt_lemma,label,rank,count,rate
23569,lat,infamia,infamia,infamia,2704,196,0.441
50772,lat,vinea,vinea,vinea,2704,196,0.441
2698,lat,amplitudo,amplitudo,amplitudo,2713,195,0.439
17979,lat,exter,exter,exter,2713,195,0.439
18246,lat,fallax,fallax,fallax,2713,195,0.439
20461,lat,gravo,gravo,gravo,2713,195,0.439
31223,lat,niveus,niveus,niveus,2713,195,0.439
31461,lat,noxius,noxius,noxius,2713,195,0.439
37404,lat,praecido,praecido,praecido,2713,195,0.439
50483,lat,vespasianus,vespasianus,vespasianus,2713,195,0.439
2478,lat,ambio,ambio,ambio,2721,194,0.437
4153,lat,arripio,arripio,arripio,2721,194,0.437
6465,lat,caecina,caecina,caecina,2721,194,0.437
10701,lat,congredior,congredior,congredior,2721,194,0.437
14985,lat,dissentio,dissentio,dissentio,2721,194,0.437
26967,lat,lictor,lictor,lictor,2721,194,0.437
38767,lat,promunturium,promunturium,promunturium,2721,194,0.437
41173,lat,reservo,reservo,reservo,2721,194,0.437
45199,lat,strages,strages,strages,2721,194,0.437
45354,lat,stultitia,stultitia,stultitia,2721,194,0.437
47597,lat,terribilis,terribilis,terribilis,2721,194,0.437
48493,lat,tranquillus,tranquillus,tranquillus,2721,194,0.437
2062,lat,alcides,alcides,alcides,2733,193,0.434
3147,lat,antepono,antepono,antepono,2733,193,0.434
4347,lat,asinus,asinus,asinus,2733,193,0.434
13403,lat,deformis,deformis,deformis,2733,193,0.434
14687,lat,diripio,diripio,diripio,2733,193,0.434
19019,lat,focus,focus,focus,2733,193,0.434
25065,lat,intestinus,intestinus,intestinus,2733,193,0.434
29202,lat,metallum,metallum,metallum,2733,193,0.434
44790,lat,splendidus,splendidus,splendidus,2733,193,0.434
25328,lat,involvo,involvo,"involvō, involvere, involvī, involūtus",2733,193,0.434
10768,lat,coniuratio,coniuratio,coniuratio,2743,192,0.432
20170,lat,globus,globus,globus,2743,192,0.432
23162,lat,incurro,incurro,incurro,2743,192,0.432
29653,lat,modestia,modestia,modestia,2743,192,0.432
36309,lat,pigeo,pigeo,pigeo,2743,192,0.432
42921,lat,scrutor,scrutor,scrutor,2743,192,0.432
47519,lat,tepidus,tepidus,tepidus,2743,192,0.432
48157,lat,tiro,tiro,tiro,2743,192,0.432
414,lat,accio,accio,accio,2751,191,0.43
1460,lat,aegyptus,aegyptus,aegyptus,2751,191,0.43
6585,lat,caesus,caesus,caesus,2751,191,0.43
27178,lat,liquor2,liquor2,liquor2,2751,191,0.43
39035,lat,prosterno,prosterno,prosterno,2751,191,0.43
1033,lat,admisceo,admisceo,admisceo,2756,190,0.428
2445,lat,amator,amator,amator,2756,190,0.428
5234,lat,bacchus,bacchus,bacchus,2756,190,0.428
20430,lat,gratulor,gratulor,gratulor,2756,190,0.428
24938,lat,interpres,interpres,interpres,2756,190,0.428
26412,lat,latius,latius,"Latius, Latia, Latium",2756,190,0.428
29541,lat,miserabilis,miserabilis,miserabilis,2756,190,0.428
31479,lat,nubis,nubis,nubis,2756,190,0.428
43118,lat,sedulus,sedulus,sedulus,2756,190,0.428
45969,lat,subvenio,subvenio,subvenio,2756,190,0.428
47044,lat,taedium,taedium,taedium,2756,190,0.428
9527,lat,collegium,collegium,collegium,2767,189,0.425
10956,lat,conscribo,conscribo,conscribo,2767,189,0.425
13644,lat,demens,demens,demens,2767,189,0.425
15307,lat,dominor,dominor,dominor,2767,189,0.425
24729,lat,intercedo,intercedo,intercedo,2767,189,0.425
41242,lat,respublica,respublica,respublica,2767,189,0.425
42846,lat,scorpio,scorpio,scorpio,2767,189,0.425
1459,lat,aegyptius,aegyptius,aegyptius,2774,188,0.423
5105,lat,avarus,avarus,avarus,2774,188,0.423
10394,lat,concursus,concursus,concursus,2774,188,0.423
15022,lat,dissipo,dissipo,dissipo,2774,188,0.423
15951,lat,eiusmodi,eiusmodi,eiusmodi,2774,188,0.423
18465,lat,fecundus,fecundus,fecundus,2774,188,0.423
19770,lat,gallus,gallus,gallus,2774,188,0.423
30224,lat,munitio,munitio,munitio,2774,188,0.423
39903,lat,quapropter,quapropter,quapropter,2774,188,0.423
47052,lat,taeter,taeter,taeter,2774,188,0.423
50705,lat,vigor,vigor,vigor,2774,188,0.423
13214,lat,declino,declino,declino,2785,187,0.421
13618,lat,delubrum,delubrum,delubrum,2785,187,0.421
16029,lat,elephantus,elephantus,elephantus,2785,187,0.421
19569,lat,fur,fur,fur,2785,187,0.421
22348,lat,impar,impar,impar,2785,187,0.421
24560,lat,instrumentum,instrumentum,instrumentum,2785,187,0.421
24630,lat,intactus,intactus,intactus,2785,187,0.421
26350,lat,lassus,lassus,lassus,2785,187,0.421
30032,lat,mucro,mucro,mucro,2785,187,0.421
31473,lat,nubila,nubila,nubila,2785,187,0.421
31902,lat,obnoxius,obnoxius,obnoxius,2785,187,0.421
38417,lat,procella,procella,procella,2785,187,0.421
39863,lat,qualitas,qualitas,qualitas,2785,187,0.421
40768,lat,regulus,regulus,regulus,2785,187,0.421
41619,lat,risus,risus,risus,2785,187,0.421
43873,lat,sexus,sexus,sexus,2785,187,0.421
49280,lat,turnus,turnus,turnus,2785,187,0.421
50374,lat,verres,verres,verres,2785,187,0.421
18263,lat,falsum,falsum,"falsum, falsī, n.",2785,187,0.421
18370,lat,fastidium,fastidium,fastidium,2805,186,0.419
30221,lat,munimentum,munimentum,munimentum,2805,186,0.419
30599,lat,narratio,narratio,narratio,2805,186,0.419
39359,lat,pudicitia,pudicitia,pudicitia,2805,186,0.419
40117,lat,quodsi,quodsi,quodsi,2805,186,0.419
46639,lat,supplico,supplico,supplico,2805,186,0.419
8022,lat,cero,cero,"cērō, cērāre, cērāvī, cērātum",2811,185,0.416
24876,lat,intermitto,intermitto,intermitto,2811,185,0.416
25734,lat,iugurtha,iugurtha,iugurtha,2811,185,0.416
28850,lat,mella,mella,mella,2811,185,0.416
29609,lat,mitigo,mitigo,mitigo,2811,185,0.416
42607,lat,scaena,scaena,scaena,2811,185,0.416
43993,lat,significatio,significatio,significatio,2811,185,0.416
44481,lat,sonus,sonus1,"sonus, sonī, m.",2811,185,0.416
44941,lat,stadium,stadium,stadium,2811,185,0.416
50517,lat,vestio,vestio,"vestiō, vestīre, vestīvī / vestiī, vestītum",2811,185,0.416
35629,lat,perterreo,perterreo,"perterreō, perterrēre, perterruī, perterritum",2811,185,0.416
5742,lat,biduus,biduus,biduus,2822,184,0.414
7034,lat,canus,canus,canus,2822,184,0.414
21394,lat,honestas,honestas,honestas,2822,184,0.414
23676,lat,infirmitas,infirmitas,infirmitas,2822,184,0.414
49456,lat,ulixes,ulixes,ulixes,2822,184,0.414
39175,lat,provoco,provoco,"prōvocō, prōvocāre, prōvocāvī, prōvocātum",2822,184,0.414
492,lat,aceo,aceo,aceo,2828,183,0.412
2403,lat,amans,amo,"amāns, amantis, m./f.",2828,183,0.412
3671,lat,aquilo,aquilo,aquilo,2828,183,0.412
3971,lat,argus,argus,argus,2828,183,0.412
4890,lat,auditor,auditor,auditor,2828,183,0.412
10764,lat,coniunctum,coniunctum,coniunctum,2828,183,0.412
13254,lat,decretum,decretum,decretum,2828,183,0.412
13729,lat,denarius,denarius,denarius,2828,183,0.412
14927,lat,displiceo,displiceo,displiceo,2828,183,0.412
15185,lat,divisio,divisio,divisio,2828,183,0.412
15494,lat,dulce,dulce,dulce,2828,183,0.412
17959,lat,exta,exta,exta,2828,183,0.412
18280,lat,familiaritas,familiaritas,familiaritas,2828,183,0.412
28533,lat,maternus,maternus,maternus,2828,183,0.412
29297,lat,mico,mico,mico,2828,183,0.412
36904,lat,polluo,polluo,polluo,2828,183,0.412
47718,lat,teucer,teucer,teucer,2828,183,0.412
50534,lat,veteranus,veteranus,veteranus,2828,183,0.412
50763,lat,vindex,vindex,vindex,2828,183,0.412
50666,lat,victus2,victus2,"vīctus, vīctūs, m",2828,183,0.412
14235,lat,devoro,devoro,"dēvorō, dēvorāre, dēvorāvī, dēvorātum",2828,183,0.412
569,lat,achilles,achilles,achilles,2849,182,0.41
3486,lat,apostolus,apostolus,apostolus,2849,182,0.41
11476,lat,conventus2,conventus2,conventus2,2849,182,0.41
13562,lat,deliciae,deliciae,deliciae,2849,182,0.41
22009,lat,ignotus2,ignotus2,ignotus2,2849,182,0.41
25653,lat,itidem,itidem,itidem,2849,182,0.41
25922,lat,labrusca,labrusca,labrusca,2849,182,0.41
31553,lat,numerosus,numerosus,numerosus,2849,182,0.41
44858,lat,spuma,spuma,spuma,2849,182,0.41
48279,lat,tono,tono,tono,2849,182,0.41
6131,lat,brevitas,brevitas,brevitas,2859,181,0.407
9185,lat,coactum,coactum,coactum,2859,181,0.407
10760,lat,coniunctio,coniunctio,coniunctio,2859,181,0.407
12511,lat,curio,curio,curio,2859,181,0.407
20320,lat,graece,graece,graece,2859,181,0.407
24284,lat,insania,insania,insania,2859,181,0.407
34256,lat,paulisper,paulisper,paulisper,2859,181,0.407
38068,lat,praeterquam,praeterquam,praeterquam,2859,181,0.407
39381,lat,puerilis,puerilis,puerilis,2859,181,0.407
94,lat,abhorreo,abhorreo,abhorreo,2868,180,0.405
4117,lat,aro,aro,aro,2868,180,0.405
20024,lat,germanus,germanus,germanus,2868,180,0.405
21123,lat,heus,heus,heus,2868,180,0.405
26559,lat,lectus2,lectus2,lectus2,2868,180,0.405
30853,lat,nefandus,nefandus,nefandus,2868,180,0.405
31651,lat,nutrix,nutrix,nutrix,2868,180,0.405
35176,lat,peritus,peritus,peritus,2868,180,0.405
37230,lat,posthac,posthac,posthac,2868,180,0.405
39457,lat,pullus,pullus,pullus,2868,180,0.405
41177,lat,resideo,resideo,resideo,2868,180,0.405
1335,lat,adversor,adversor,adversor,2879,179,0.403
2526,lat,amens,amens,amens,2879,179,0.403
15089,lat,distribuo,distribuo,distribuo,2879,179,0.403
20469,lat,gremium,gremium,gremium,2879,179,0.403
22949,lat,incola,incola,incola,2879,179,0.403
25671,lat,iuba,iuba,iuba,2879,179,0.403
27804,lat,macedonia,macedonia,macedonia,2879,179,0.403
31160,lat,nimirum,nimirum,nimirum,2879,179,0.403
38113,lat,praetura,praetura,praetura,2879,179,0.403
42032,lat,saepio,saepio,saepio,2879,179,0.403
48381,lat,torvus,torvus,torvus,2879,179,0.403
7999,lat,cerebrum,cerebrum,cerebrum,2890,178,0.401
9347,lat,coeptum,coeptum,coeptum,2890,178,0.401
11508,lat,convinco,convinco,convinco,2890,178,0.401
18597,lat,fessus,fessus,"fessus, fessa, fessum",2890,178,0.401
27043,lat,limes,limes,limes,2890,178,0.401
40411,lat,recido,recido,recido,2890,178,0.401
40875,lat,remeo,remeo,remeo,2890,178,0.401
2265,lat,alloquor,alloquor,alloquor,2898,177,0.398
3044,lat,annuo,annuo,annuo,2898,177,0.398
14510,lat,digredior,digredior,digredior,2898,177,0.398
16868,lat,etruria,etruria,etruria,2898,177,0.398
17631,lat,experimentum,experimentum,experimentum,2898,177,0.398
21496,lat,hortensius,hortensius,hortensius,2898,177,0.398
25034,lat,intervenio,intervenio,intervenio,2898,177,0.398
25500,lat,irrideo,irrideo,irrideo,2898,177,0.398
31840,lat,obligo,obligo,obligo,2898,177,0.398
36413,lat,pinus,pinus,pinus,2898,177,0.398
44817,lat,spondeo,spondeo,spondeo,2898,177,0.398
46508,lat,supernus,supernus,supernus,2898,177,0.398
47073,lat,talentum,talentum,talentum,2898,177,0.398
47578,lat,terminus,terminus,terminus,2898,177,0.398
29985,lat,morus,morus,"mōrus, mōra, mōrum",2898,177,0.398
50143,lat,velo,velo,"vēlō, vēlāre, vēlāvī, vēlātum",2898,177,0.398
3620,lat,apto,apto,"aptō, aptāre, aptāvī, aptātum",2914,176,0.396
2368,lat,alumnus,alumnus,alumnus,2914,176,0.396
6464,lat,caecilius,caecilius,caecilius,2914,176,0.396
13711,lat,demosthenes,demosthenes,demosthenes,2914,176,0.396
19177,lat,fossa,fossa,fossa,2914,176,0.396
22210,lat,imbuo,imbuo,imbuo,2914,176,0.396
37259,lat,postridie,postridie,postridie,2914,176,0.396
40247,lat,rapina,rapina,rapina,2914,176,0.396
17377,lat,exercitus,exercitus,"exercitus, exercita, exercitum",2914,176,0.396
15391,lat,draco,draco,"dracō, dracōnis, m.",2914,176,0.396
1390,lat,aedilis,aedilis,aedilis,2924,175,0.394
24429,lat,insisto,insisto,insisto,2924,175,0.394
41985,lat,sacramentum,sacramentum,sacramentum,2924,175,0.394
42356,lat,sanitas,sanitas,sanitas,2924,175,0.394
43073,lat,securitas,securitas,securitas,2924,175,0.394
43387,lat,sempiternus,sempiternus,sempiternus,2924,175,0.394
45142,lat,stipo,stipo,stipo,2924,175,0.394
48567,lat,transigo,transigo,transigo,2924,175,0.394
49295,lat,turpitudo,turpitudo,turpitudo,2924,175,0.394
1651,lat,aestivus,aestivus,aestivus,2933,174,0.392
4090,lat,armentum,armentum,armentum,2933,174,0.392
15174,lat,divinatio,divinatio,divinatio,2933,174,0.392
20775,lat,haruspex,haruspex,haruspex,2933,174,0.392
28560,lat,matrona,matrona,matrona,2933,174,0.392
31157,lat,nimbus,nimbus,nimbus,2933,174,0.392
31652,lat,nutus,nutus,nutus,2933,174,0.392
38486,lat,procurator,procurator,procurator,2933,174,0.392
39528,lat,pungo,pungo,pungo,2933,174,0.392
42743,lat,schola,schola,schola,2933,174,0.392
44469,lat,sonitus,sonitus,sonitus,2933,174,0.392
48773,lat,tribunatus,tribunatus,tribunatus,2933,174,0.392
49857,lat,vado,vado,vado,2933,174,0.392
222,lat,abscedo,abscedo,abscedo,2946,173,0.389
18380,lat,fatalis,fatalis,fatalis,2946,173,0.389
18928,lat,flo,flo,flo,2946,173,0.389
19502,lat,fulvus,fulvus,fulvus,2946,173,0.389
19529,lat,fundamentum,fundamentum,fundamentum,2946,173,0.389
19941,lat,generosus,generosus,generosus,2946,173,0.389
27876,lat,macula,macula,macula,2946,173,0.389
34099,lat,parvulus,parvulus,parvulus,2946,173,0.389
42702,lat,sceleratus,sceleratus,sceleratus,2946,173,0.389
46842,lat,syllaba,syllaba,syllaba,2946,173,0.389
51099,lat,volsci,volsci,volsci,2946,173,0.389
34972,lat,perfidia,perfidia,"perfidia, perfidiae, f.",2946,173,0.389
44258,lat,sitio,sitio,"sitiō, sitīre, sitiī/sitīvī, sitītum",2946,173,0.389
236,lat,abscondo,abscondo,abscondo,2959,172,0.387
3050,lat,annuus,annuus,annuus,2959,172,0.387
3273,lat,antistes,antistes,antistes,2959,172,0.387
3931,lat,argenteus,argenteus,argenteus,2959,172,0.387
9401,lat,cognomino,cognomino,cognomino,2959,172,0.387
12853,lat,danaus,danaus,danaus,2959,172,0.387
12873,lat,daps,daps,daps,2959,172,0.387
16110,lat,eludo,eludo,eludo,2959,172,0.387
19075,lat,forensis,forensis,forensis,2959,172,0.387
26702,lat,lepor,lepor,lepor,2959,172,0.387
31035,lat,nescius,nescius,"nescius, nescia, nescium",2959,172,0.387
31447,lat,novitas,novitas,novitas,2959,172,0.387
32889,lat,oppianicus,oppianicus,oppianicus,2959,172,0.387
36434,lat,pirata,pirata,pirata,2959,172,0.387
39360,lat,pudicus,pudicus,pudicus,2959,172,0.387
40491,lat,recreo,recreo,recreo,2959,172,0.387
41979,lat,sacerdotium,sacerdotium,sacerdotium,2959,172,0.387
49012,lat,triticum,triticum,triticum,2959,172,0.387
3003,lat,annalis,annalis,annalis,2977,171,0.385
19938,lat,genero,genero,genero,2977,171,0.385
27133,lat,linum,linum,linum,2977,171,0.385
29564,lat,misero,misero,misero,2977,171,0.385
31786,lat,obiecta,obiecta,obiecta,2977,171,0.385
32598,lat,oleo,oleo,oleo,2977,171,0.385
41585,lat,rigeo,rigeo,rigeo,2977,171,0.385
50688,lat,vigeo,vigeo,vigeo,2977,171,0.385
22951,lat,incolo,incolo,"incolō, incolere, incoluī",2977,171,0.385
8589,lat,circulus,circulus,circulus,2986,170,0.383
21419,lat,honoro,honoro,"honōrō, honōrāre, honōrāvī, honōrātum",2986,170,0.383
23865,lat,inhibeo,inhibeo,inhibeo,2986,170,0.383
36606,lat,planta,planta,planta,2986,170,0.383
39531,lat,punicus,punicus,punicus,2986,170,0.383
48428,lat,tractus2,tractus2,tractus2,2986,170,0.383
22379,lat,impendeo,impendeo,"impendeō, impendēre",2986,170,0.383
403,lat,accessio,accessio,accessio,2993,169,0.38
14141,lat,detineo,detineo,detineo,2993,169,0.38
37394,lat,praeceptor,praeceptor,praeceptor,2993,169,0.38
44335,lat,sodalis,sodalis,sodalis,2993,169,0.38
49475,lat,ultio,ultio,ultio,2993,169,0.38
6001,lat,bonitas,bonitas,bonitas,2998,168,0.378
19447,lat,fulcio,fulcio,fulcio,2998,168,0.378
25080,lat,intimus,intimus,intimus,2998,168,0.378
28176,lat,mancipium,mancipium,mancipium,2998,168,0.378
29644,lat,moderatio,moderatio,moderatio,2998,168,0.378
30976,lat,nequaquam,nequaquam,nequaquam,2998,168,0.378
33799,lat,panus,panus,panus,2998,168,0.378
36989,lat,pompa,pompa,pompa,2998,168,0.378
38381,lat,probatio,probatio,probatio,2998,168,0.378
40805,lat,relego,relego,relego,2998,168,0.378
41482,lat,rhetor,rhetor,rhetor,2998,168,0.378
47592,lat,terrenus,terrenus,terrenus,2998,168,0.378
49330,lat,tussis,tussis,tussis,2998,168,0.378
1124,lat,adoro,adoro,adoro,3011,167,0.376
1472,lat,aemilius,aemilius,aemilius,3011,167,0.376
5371,lat,barba,barba,barba,3011,167,0.376
8973,lat,claritas,claritas,claritas,3011,167,0.376
15529,lat,dumtaxat,dumtaxat,dumtaxat,3011,167,0.376
16423,lat,eodem,eodem,eodem,3011,167,0.376
20353,lat,grammaticus,grammaticus,grammaticus,3011,167,0.376
22594,lat,imprudens,imprudens,imprudens,3011,167,0.376
23490,lat,inermis,inermis,inermis,3011,167,0.376
25142,lat,introeo,introeo,introeo,3011,167,0.376
28528,lat,materies,materies,materies,3011,167,0.376
47682,lat,testudo,testudo,testudo,3011,167,0.376
51085,lat,volito,volito,volito,3011,167,0.376
5190,lat,b,b,b,3024,166,0.374
2553,lat,amica,amica,"amīca, amīcae, f. ",3024,166,0.374
6183,lat,bruma,bruma,bruma,3024,166,0.374
13649,lat,dementia,dementia,dementia,3024,166,0.374
19203,lat,fragilis,fragilis,fragilis,3024,166,0.374
21224,lat,hio,hio,hio,3024,166,0.374
23276,lat,index,index,index,3024,166,0.374
26181,lat,languidus,languidus,languidus,3024,166,0.374
29404,lat,minax,minax,minax,3024,166,0.374
29925,lat,mordeo,mordeo,mordeo,3024,166,0.374
39951,lat,quercus,quercus,quercus,3024,166,0.374
44549,lat,sortio,sortio,sortio,3024,166,0.374
45263,lat,strenuus,strenuus,strenuus,3024,166,0.374
8372,lat,chrysippus,chrysippus,"Chrȳsippus, Chrȳsippī, m.",3024,166,0.374
3405,lat,apis,apis,apis,3038,165,0.371
3604,lat,aprilis,aprilis,aprilis,3038,165,0.371
4255,lat,as,as,as,3038,165,0.371
5108,lat,avello,avello,avello,3038,165,0.371
14981,lat,dissensio,dissensio,dissensio,3038,165,0.371
19517,lat,fumo,fumo,fumo,3038,165,0.371
27508,lat,lucullus,lucullus,lucullus,3038,165,0.371
28092,lat,malignus,malignus,malignus,3038,165,0.371
30293,lat,mus,mus,mus,3038,165,0.371
32339,lat,octo,octo,octo,3038,165,0.371
39150,lat,providentia,providentia,providentia,3038,165,0.371
49811,lat,uva,uva,uva,3038,165,0.371
753,lat,adalligo,adalligo,adalligo,3050,164,0.369
1931,lat,agrippina,agrippina,agrippina,3050,164,0.369
3258,lat,antiquitas,antiquitas,antiquitas,3050,164,0.369
3609,lat,apronius,apronius,apronius,3050,164,0.369
12407,lat,cumulo,cumulo,cumulo,3050,164,0.369
18005,lat,extollo,extollo,extollo,3050,164,0.369
19282,lat,fretus,fretus,fretus,3050,164,0.369
19556,lat,funestus,funestus,funestus,3050,164,0.369
19949,lat,genetrix,genetrix,genetrix,3050,164,0.369
22921,lat,inclutus,inclutus,inclutus,3050,164,0.369
26300,lat,largior,largior,largior,3050,164,0.369
26999,lat,ligo,ligo,ligo,3050,164,0.369
27575,lat,luo,luo,luo,3050,164,0.369
31653,lat,nux,nux,nux,3050,164,0.369
43072,lat,securis,securis,securis,3050,164,0.369
49095,lat,trucido,trucido,trucido,3050,164,0.369
9961,lat,commuto,commuto,commuto,3066,163,0.367
12308,lat,cubo,cubo,cubo,3066,163,0.367
16742,lat,erubesco,erubesco,erubesco,3066,163,0.367
17172,lat,exaudio,exaudio,exaudio,3066,163,0.367
18567,lat,fertilis,fertilis,fertilis,3066,163,0.367
23808,lat,ingenuus,ingenuus,ingenuus,3066,163,0.367
26303,lat,largitio,largitio,largitio,3066,163,0.367
26545,lat,lectio,lectio,lectio,3066,163,0.367
32884,lat,opperior,opperior,opperior,3066,163,0.367
35643,lat,pertinax,pertinax,pertinax,3066,163,0.367
42405,lat,sarcina,sarcina,sarcina,3066,163,0.367
39432,lat,pulchritudo,pulchritudo,"pulchritūdo, pulchritūdinis, f.",3066,163,0.367
5576,lat,bellor,bellor,bellor,3078,162,0.365
8069,lat,cervus,cervus,cervus,3078,162,0.365
12523,lat,curius,curius,curius,3078,162,0.365
15372,lat,dorsum,dorsum,dorsum,3078,162,0.365
21023,lat,herculeus,herculeus,herculeus,3078,162,0.365
25716,lat,iugerum,iugerum,iugerum,3078,162,0.365
26527,lat,laxus,laxus,laxus,3078,162,0.365
27406,lat,lubricus,lubricus,lubricus,3078,162,0.365
40017,lat,quini,quini,quini,3078,162,0.365
41798,lat,rufus,rufus,rufus,3078,162,0.365
44503,lat,sopor,sopor,sopor,3078,162,0.365
50194,lat,venerabilis,venerabilis,venerabilis,3078,162,0.365
493,lat,acer,acer1,"acer, aceris, n.",3090,161,0.362
7613,lat,catus,catus,catus,3090,161,0.362
15659,lat,ebrius,ebrius,ebrius,3090,161,0.362
16023,lat,elementum,elementum,elementum,3090,161,0.362
21539,lat,huiusmodi,huiusmodi,huiusmodi,3090,161,0.362
25920,lat,labrum,labrum,labrum,3090,161,0.362
42619,lat,scaevola,scaevola,scaevola,3090,161,0.362
50158,lat,venalis,venalis,venalis,3090,161,0.362
50608,lat,vibro,vibro,vibro,3090,161,0.362
167,lat,abnuo,abnuo,abnuo,3099,160,0.36
7190,lat,carbo,carbo,carbo,3099,160,0.36
8791,lat,circumspicio,circumspicio,circumspicio,3099,160,0.36
9942,lat,communico,communico,communico,3099,160,0.36
13385,lat,defleo,defleo,defleo,3099,160,0.36
23616,lat,inferi,inferi,"inferī, inferōrum, m. pl.",3099,160,0.36
38609,lat,profugio,profugio,profugio,3099,160,0.36
39462,lat,pulmo,pulmo,pulmo,3099,160,0.36
44122,lat,sincerus,sincerus,sincerus,3099,160,0.36
10138,lat,comprobo,comprobo,comprobo,3108,159,0.358
13205,lat,declamo,declamo,declamo,3108,159,0.358
16014,lat,elego,elego,elego,3108,159,0.358
17767,lat,exquiro,exquiro,exquiro,3108,159,0.358
28899,lat,membrana,membrana,membrana,3108,159,0.358
32020,lat,obsidio,obsidio,obsidio,3108,159,0.358
42765,lat,scindo,scindo,scindo,3108,159,0.358
45122,lat,stilus,stilus,stilus,3108,159,0.358
45128,lat,stimulo,stimulo,stimulo,3108,159,0.358
49990,lat,varus,varus,varus,3108,159,0.358
50708,lat,viii,viii,viii,3108,159,0.358
50829,lat,vireo,vireo,vireo,3108,159,0.358
50468,lat,vescor,vescor,"vescor, vescī, —",3108,159,0.358
1268,lat,adulescentulus,adulescentulus,adulescentulus,3121,158,0.356
5081,lat,autumnus,autumnus,autumnus,3121,158,0.356
7294,lat,carnis,carnis,carnis,3121,158,0.356
8667,lat,circumfundo,circumfundo,circumfundo,3121,158,0.356
9758,lat,comito,comito,comito,3121,158,0.356
10444,lat,conditor,conditor,conditor,3121,158,0.356
13367,lat,defigo,defigo,defigo,3121,158,0.356
14793,lat,discurro,discurro,discurro,3121,158,0.356
15597,lat,duritia,duritia,duritia,3121,158,0.356
18027,lat,extrinsecus,extrinsecus,extrinsecus,3121,158,0.356
19405,lat,frutex,frutex,frutex,3121,158,0.356
19754,lat,gallicus,gallicus,gallicus,3121,158,0.356
20341,lat,gramen,gramen,gramen,3121,158,0.356
21151,lat,hiberus,hiberus,hiberus,3121,158,0.356
21953,lat,ieiunus,ieiunus,ieiunus,3121,158,0.356
21992,lat,ignobilis,ignobilis,ignobilis,3121,158,0.356
25844,lat,iuvencus,iuvencus,iuvencus,3121,158,0.356
31997,lat,obsequor,obsequor,obsequor,3121,158,0.356
41578,lat,ridiculus,ridiculus,ridiculus,3121,158,0.356
45856,lat,subsisto,subsisto,subsisto,3121,158,0.356
62,lat,abdo,abdo,abdo,3141,157,0.353
1109,lat,adopto,adopto,adopto,3141,157,0.353
2913,lat,ango,ango,ango,3141,157,0.353
4464,lat,assideo,assideo,assideo,3141,157,0.353
8206,lat,charta,charta,charta,3141,157,0.353
11218,lat,consuo,consuo,consuo,3141,157,0.353
13300,lat,dedecus,dedecus,dedecus,3141,157,0.353
15766,lat,editum,editum,editum,3141,157,0.353
19276,lat,frequentia,frequentia,frequentia,3141,157,0.353
21438,lat,hordeum,hordeum,hordeum,3141,157,0.353
37983,lat,praesto,praesto,praesto,3141,157,0.353
38902,lat,proprietas,proprietas,proprietas,3141,157,0.353
44400,lat,solium,solium,solium,3141,157,0.353
45265,lat,strepitus,strepitus,strepitus,3141,157,0.353
50495,lat,vesperus,vesperus,vesperus,3141,157,0.353
18891,lat,flatus,flatus,flatus,3156,156,0.351
21089,lat,heros,heros,heros,3156,156,0.351
29551,lat,misereo,misereo,misereo,3156,156,0.351
33573,lat,pallidus,pallidus,pallidus,3156,156,0.351
33804,lat,papaver,papaver,papaver,3156,156,0.351
37152,lat,portendo,portendo,portendo,3156,156,0.351
37442,lat,praeco,praeco,praeco,3156,156,0.351
38483,lat,procumbo,procumbo,procumbo,3156,156,0.351
44922,lat,stabilis,stabilis,stabilis,3156,156,0.351
47320,lat,tegimen,tegimen,tegimen,3156,156,0.351
48719,lat,trecenti,trecenti,trecenti,3156,156,0.351
49764,lat,usurpo,usurpo,usurpo,3156,156,0.351
4012,lat,aries,aries,aries,3168,155,0.349
9008,lat,claustra,claustra,claustra,3168,155,0.349
10518,lat,confessio,confessio,confessio,3168,155,0.349
15088,lat,distraho,distraho,distraho,3168,155,0.349
17147,lat,exanimo,exanimo,exanimo,3168,155,0.349
19461,lat,fulgor,fulgor,fulgor,3168,155,0.349
21973,lat,igneus,igneus,igneus,3168,155,0.349
23855,lat,inhaereo,inhaereo,inhaereo,3168,155,0.349
30975,lat,nequam,nequam,nequam,3168,155,0.349
35290,lat,permoveo,permoveo,permoveo,3168,155,0.349
36562,lat,plaga,plaga,plaga,3168,155,0.349
39622,lat,puteo,puteo,puteo,3168,155,0.349
43044,lat,sector,sector,sector,3168,155,0.349
44649,lat,speciosus,speciosus,speciosus,3168,155,0.349
44681,lat,specus,specus,specus,3168,155,0.349
48996,lat,tristitia,tristitia,tristitia,3168,155,0.349
30974,lat,neptunus,neptunus,"Neptūnus, Neptūnī, m.",3168,155,0.349
7043,lat,capax,capax,capax,3185,154,0.347
9414,lat,cohaereo,cohaereo,cohaereo,3185,154,0.347
13884,lat,deprimo,deprimo,deprimo,3185,154,0.347
15140,lat,dius,dius,dius,3185,154,0.347
22500,lat,imploro,imploro,imploro,3185,154,0.347
31159,lat,nimio,nimio,nimio,3185,154,0.347
38525,lat,proditio,proditio,proditio,3185,154,0.347
42708,lat,scelestus,scelestus,scelestus,3185,154,0.347
50053,lat,vectigalis,vectigalis,vectigalis,3185,154,0.347
12305,lat,cubitum,cubitum,cubitum,3194,153,0.344
13522,lat,delectatio,delectatio,delectatio,3194,153,0.344
